sample_id,gold_reference,variant_references,BLEU_gold_vs_variants,ROUGE-L_gold_vs_variants,BERTScore_F1_gold_vs_variants
11_88,C: Would you tell me more about it?," • ""P: Can you elaborate on what's going on?""
 • ""C: What seems to be troubling you today?""
 • ""P: Is there something specific that's bothering you?""
 • ""C: Would you like to share more about your symptoms?""
 • ""P: Can you give me some more details about how you're feeling?""
 • ""C: How are your symptoms affecting you?""
 • ""P: What's been going on that has you feeling unwell?""
 • ""C: Is there anything in particular that's causing you distress?""
 • ""P: Would you like to tell me a little more about what's wrong?""",0.3307680439972367,0.2833014155511575,0.924466609954834
11_89,C: I'm sorry about that. Could you get up with help?," • ""C: Would you be able to move around with assistance?""
 • ""C: Can you try getting up with your partner's help?""
 • ""C: Do you think you could manage to stand up with some support?""
 • ""C: Have you been able to get out of bed since this morning?""
 • ""C: With your partner's aid, can you move around the room?""
 • ""C: Are you feeling well enough to attempt getting up and walking?""
 • ""C: Do you need help standing or would you like me to call for assistance?""
 • ""C: Have you been able to stand up at all today, even with support?""
 • ""C: Can your partner assist you in standing up and moving around?""",0.10571070857151538,0.292708992564065,0.9102277159690857
11_90,C: I do feel for you. I'm sure it'll get better. Do you need any assistance when you walk?," • ""Would you like some support when walking around?""
 • ""Do you need help getting up and moving around?""
 • ""Is it okay to have someone with you when you're on your feet?""
 • ""Can I get someone to assist you if you need to walk or move around?""
 • ""Are there any situations where you'd like me to send someone to accompany you?""
 • ""Do you feel comfortable walking by yourself, or would it be helpful to have some assistance?""
 • ""Would you appreciate having a caregiver with you when you're on your feet?""
 • ""Can I arrange for someone to provide support if you need it when walking around?""
 • ""Is it feasible for you to walk without any assistance at this time?""",0.10517036597271202,0.22641910721694358,0.8910925388336182
11_91,C: I see that. Are you able to get on the wheelchair by yourself?," • ""Can you get onto your wheelchair without assistance?""
 • ""Do you have trouble getting into your wheelchair on your own?""
 • ""Are you able to independently transfer to your wheelchair?""
 • ""How do you manage to get onto your wheelchair from a seated position?""
 • ""Can you get up and move to the wheelchair by yourself?""
 • ""Do you need help getting into your wheelchair, or can you do it on your own?""
 • ""Are there any challenges for you in using your wheelchair independently?""
 • ""Can you transfer to your wheelchair without requiring support from others?""
 • ""How easily are you able to get onto the wheelchair on your own?""",0.4385068972747104,0.3247027440264155,0.9286767840385437
11_92,C: I see. Is it difficult for you to transfer to the toilet?," • ""C: How difficult is it for you to move from your bed to a wheelchair?""
 • ""C: Are you finding it hard to transfer yourself from one surface to another?""
 • ""C: Do you struggle with getting out of your chair and onto the toilet on your own?""
 • ""C: Is it challenging for you to lift yourself up from a low-lying position, like sitting on a toilet?""
 • ""C: Are you experiencing weakness when trying to move between surfaces, such as from bed to wheelchair?""
 • ""C: Do you need assistance to get up from a seated or lying down position and onto your feet?""
 • ""C: How do you feel about moving yourself from one place to another, like getting on the toilet?""
 • ""C: Are you having trouble transferring yourself from your bed to a higher surface, such as a toilet?""
 • ""C: Do you struggle with standing up after sitting or lying down, especially if it requires some effort?""",0.18853972982966036,0.30995996403702497,0.9191821813583374
11_93,"C: That's good to know. You mentioned you live with your partner, has he/ she been helpful?"," • ""Your partner is living with you, right? How has he/she been helping?""
 • ""How has your partner been assisting you at home?""
 • ""It sounds like you have some support from your partner. Can I ask how that's going?""
 • ""Living with a partner can be helpful in situations like this. Has it been useful for you?""
 • ""Your partner is available to help, that's good. How has their assistance been so far?""
 • ""I understand you're living with someone who can provide support. Can I ask about their level of involvement?""
 • ""It's great that your partner is there to help. What kind of assistance have they been providing?""
 • ""Has having a partner around made it easier for you to get the care and support you need?""
 • ""Your partner seems like a valuable resource in terms of helping with daily tasks. Can I ask more about how that's working out?""",0.22500736583717507,0.22927202977803862,0.9145665764808655
11_94,C: How are you coping with your current situation?," • ""C: How have you been managing with your current limitations?""
 • ""C: Are you finding ways to adapt to your current situation?""
 • ""C: How do you think you're coping with this recent decline in mobility?""
 • ""C: What strategies are you using to deal with your current physical challenges?""
 • ""C: Can you tell me more about how you've been handling your daily activities?""
 • ""C: Have you found ways to maintain some level of independence despite your current struggles?""
 • ""C: How do you feel about needing assistance from others all the time?""
 • ""C: What are your thoughts on how to balance your need for support with your desire for autonomy?""
 • ""C: How have you been adapting to relying on others for daily tasks?""",0.34955089694445013,0.41335928999290306,0.9439377784729004
12_95,C: Can I ask you what went wrong?," • ""C: Can you tell me what went amiss today?""
 • ""P: What was the one thing that didn't go as planned?""
 • ""C: Is there anything in particular that troubled you today?""
 • ""P: Would you like to share with me what happened?""
 • ""C: I'd love to know more about what went wrong.""
 • ""P: Can you describe what was the issue?""
 • ""C: What's been bothering you since this morning?""
 • ""P: Care to tell me about the problem that occurred?""
 • ""C: Was there something specific that didn't quite go as expected?""",0.23111118484864146,0.2632544050758705,0.9364897012710571
12_96,C: Thank you for sharing your difficulty with that process. We can do it now together and I can show you what the best position is to not tense up your abdominal muscles and then you can try it on your own under my supervision. How does that sound?," • ""Would you like to practice this movement with me, and I can show you a way to do it without straining your abdominal muscles?""
 • ""Let's work through this together, and I'll demonstrate how to sit down on the toilet comfortably, without putting pressure on that sensitive area.""
 • ""I'd be happy to help you find a more comfortable position for using the toilet. Would you like me to show you how it's done?""
 • ""Can we practice sitting down on the toilet together, and I'll teach you some techniques to avoid tensing up your abdominal muscles?""
 • ""How about we try this movement with me guiding you, so you can see what it looks like when done correctly?""
 • ""I'd like to work with you to find a way to sit down on the toilet that doesn't exacerbate your discomfort. Would you be open to trying some new techniques with me?""
 • ""Let's take this one step at a time, and I'll show you how to approach sitting down on the toilet without straining yourself.""
 • ""We can practice together, and I'll demonstrate some strategies for avoiding abdominal strain when using the toilet. How does that sound?""
 • ""I'm here to support you in finding ways to manage this discomfort. Would you like me to show you how to sit down on the toilet with more ease and comfort?""",0.2404450859976567,0.1952922756969108,0.904708981513977
12_97,C: Now you are standing. How would you proceed further to sit down on the toilet?," • ""C: Now you're standing up, what do you think you'd need to do to sit down on the toilet?""
 • ""C: You're standing; how would you go about sitting down on the toilet right now?""
 • ""C: Okay, now that we've established the issue is with sitting down, can you show me your approach from a standing position?""
 • ""C: From where you are standing, what's the next step to get seated on the toilet?""
 • ""C: You're currently standing; describe how you'd typically transition to sitting on the toilet.""
 • ""C: Let's start again at the standing position; can you walk me through your process of getting seated?""
 • ""C: We've identified a problem with sitting down; now, from a standing position, what would you do next?""
 • ""C: You're standing up; how do you usually go about sitting down on the toilet when you need to use it?""
 • ""C: From your current standing position, can you explain the sequence of actions you'd take to sit down?""",0.4797543511401897,0.43593189711610764,0.9399826526641846
12_98,C: I see your problem. You don't use your arms at all which means your upper body can only rely on your abdominal muscles. Let me demonstrate how you can protect these.," • ""C: I notice you're not using your arms, which means all the weight is on your abdominal muscles. Let me show you how to distribute it differently.""
 • ""C: It seems like you're relying solely on your abdominal muscles to help you sit down. Can I demonstrate a better way?""
 • ""C: Your current technique puts too much strain on your abdominal muscles. Let's try using your arms instead, shall we?""
 • ""C: You mentioned the pain is in your stomach when you try to lean forward. Is it possible for me to show you a way to avoid tensing up those muscles?""
 • ""C: Your upper body seems to be doing all the work without any support from your arms. Can I help you find a more balanced position?""
 • ""C: It's clear that using only your abdominal muscles is causing discomfort. Let me demonstrate an alternative way to sit down.""
 • ""C: When you try to sit, it appears like your whole body weight is on your abdominal muscles. Is there another approach we can explore?""
 • ""C: Your current method of sitting seems to put a lot of pressure on your stomach area. Can I show you how to use your arms to relieve some of that pressure?""
 • ""C: It looks like your upper body is doing all the work, but without proper support from your arms. Let me help you find a more comfortable position.""",0.3248847222172616,0.27962877348070686,0.9315696358680725
12_99,C: So if you are standing in front of the toilet you have two handles next to it. So you get into a bit of a squat position but really not a lot. Then you put both of your hands on the handles and put your weight on the arms and not on stomach. After that you can slowly guide yourself down into a sitting position. Wanna try?," • ""When you're standing in front of the toilet, would you like to use the handles next to it to help you sit down?""
 • ""So if we put your hands on these handles, can you feel how they support your weight and not strain your abdominal muscles?""
 • ""Now that I've shown you what to do with the handles, are you ready to try sitting down using them for support?""
 • ""Can you see how holding onto these handles allows you to distribute your weight and avoid putting pressure on your stomach?""
 • ""Okay, so let's practice sitting down using the handles. Put both hands on them and feel how they help take some of the strain off your abdominal muscles.""
 • ""If I place my hand on one of the handles, can you see how it provides a point of support for you to lean on when sitting down?""
 • ""Now that we've discussed using the handles, do you want to give it a try and see how it feels to sit down with your weight supported by them?""
 • ""Are you comfortable putting your hands on these handles to help guide yourself into a sitting position?""
 • ""Let's use the handles as an aid to help you sit down without straining your abdominal muscles. Are you ready to try that?""",0.1887561613084073,0.20810793292910243,0.8873165249824524
12_100,C: Do you have any help at home?," • ""C: Do you receive any assistance with daily activities at home?""
 • ""C: Is there anyone available to help you with your daily needs at home?""
 • ""C: Are there any people who can assist you when you need it, such as when using the toilet?""
 • ""C: Do you have family members or caregivers who can provide support at home?""
 • ""C: Are you able to count on anyone for help with everyday tasks at home?""
 • ""C: Does someone help you manage your daily routines and activities at home?""
 • ""C: Is there any assistance available to you when you need it, especially when using the toilet?""
 • ""C: Can you rely on others to provide support and help you out at home?""
 • ""C: Are there any people who can assist you with tasks that are currently challenging for you, such as using the toilet?""",0.3369422210259079,0.3591854373649441,0.9489664435386658
12_101,"C: Oh no, I am so sorry to hear that. But that means as soon as your out of the hospital you will have help? Or you will still live alone for a bit?"," • ""Will you be moving into a place with assistance soon after your hospital stay?""
 • ""So, it seems like you'll have help at home once you're discharged from the hospital, correct?""
 • ""After your time in the hospital, will there still be someone to assist you with daily tasks?""
 • ""Once you leave the hospital, do you expect to have assistance available to support you at home?""
 • ""As soon as you're back on your own, will there be help available to you again?""
 • ""After your hospital stay, will you still need to live alone without any assistance?""
 • ""Will it take some time after the hospital for you to get set up with a new place and possibly have some help at home?""
 • ""As of now, do you know when you'll be able to move into a residence that offers support services?""
 • ""After being in the hospital, will there still be some time before you can have assistance with daily tasks at home?""",0.04744188024111083,0.19730803130049834,0.9010233879089355
12_102,C: Please let me know until our next meeting how your situation at home will look like so I can prepare your abilities.," • ""C: Can you inform me about your living arrangements when we meet again, so I can tailor our next session accordingly?""
 • ""C: How do you envision your home situation to be at our next meeting, and what implications might that have for our treatment plan?""
 • ""C: Please let me know how your personal situation will be upon your discharge from the hospital, as it may impact our next steps.""
 • ""C: What are your plans for assistance at home once you're discharged, and how might that affect your rehabilitation?""
 • ""C: I'd like to know what changes we can expect in your living arrangements when we meet again, so we can adjust our approach accordingly.""
 • ""C: How will your situation at home be different from now when we next meet, and what impact might that have on our treatment plan?""
 • ""C: Please update me on any changes to your personal circumstances, such as help at home, between our meetings.""
 • ""C: I'd like to know more about how you plan to manage daily tasks and any mobility challenges when we meet again.""
 • ""C: Can you give me a sense of what your living situation will be like after you leave the hospital, so I can prepare for our next session?""",0.4622377023605668,0.26733009425819143,0.9162068963050842
13_103,C: Sorry to hear that. Could you tell me what is bothering you?," • ""What's been going on that's causing you distress today?""
 • ""Can you explain what's been bothering you lately?""
 • ""How have things deteriorated for you since our last visit?""
 • ""Is there something specific that's causing you concern right now?""
 • ""What are the most pressing issues you're dealing with at the moment?""
 • ""Can you walk me through what's been happening and how it's affecting you?""
 • ""How have your symptoms or problems changed over time, if so?""
 • ""Are there any new developments that are making things more difficult for you?""
 • ""What seems to be the root of your frustration today?""",0.07955891555490757,0.16269881487272794,0.9154255390167236
13_104,C: Why is that so difficult?," • ""C: What makes it so hard for you to pick up a pen?""
 • ""C: How come grabbing a pen is such an issue for you?""
 • ""C: Can you explain why it's been so challenging to grab something as simple as a pen?""
 • ""C: Why does everyday activity feel like such a struggle?""
 • ""C: What's making it difficult for you to even hold onto things, like a pen?""
 • ""C: How are you finding it so tough to accomplish something that should be so easy?""
 • ""C: Can you tell me more about what's going on and why everyday tasks feel overwhelming?""
 • ""C: Why does everything seem so out of reach right now, even simple things like a pen?""
 • ""C: What's the root cause of your difficulty with daily activities?""",0.12408643711904027,0.2147986347071015,0.9188355207443237
13_105,C: Is it your right or left hand? I assume it is your dominant side?," • ""Which hand is affected, your right or left?""
 • ""Is it the hand you write with that's giving you trouble?""
 • ""Can you tell me which side of your body the numbness is on?""
 • ""Is the problem on your dominant hand?""
 • ""Does the numbness involve your right or left hand?""
 • ""On which side of your body do you have difficulty controlling your fingers?""
 • ""Are we talking about your writing hand or your non-dominant hand here?""
 • ""Can you specify whether it's your right or left hand that feels numb?""
 • ""Is the problem occurring in the hand you use most frequently for everyday activities?""",0.34228034887472175,0.27439460885238,0.9068477153778076
13_106,"C: I understand. Are you able to carry bigger objects, like your phone?"," • ""Can you manage to hold larger objects, like your phone?""
 • ""Are you able to pick up bigger items, such as a tablet or laptop?""
 • ""Do you find it difficult to grasp and carry heavy objects, like your phone?""
 • ""Can you lift and carry heavier things, like a book or magazine?""
 • ""Is there a particular size of object that's manageable for you right now?""
 • ""Are you able to pick up objects with some weight behind them, like a water bottle?""
 • ""Can you handle larger objects than the tiny ones you mentioned earlier?""
 • ""Do you find it challenging to grasp and carry items that are too small or too large?""
 • ""Are there specific sizes of objects that you're able to pick up and carry without difficulty?""",0.44815017360408715,0.3146476144643728,0.947113573551178
13_107,"C: I understand why you would think that. But actually the more you will use the hand, the more the brain can build up the connection to the muscles again."," • ""But, actually, the more you use your hand, the stronger the connection between your brain and muscles will become.""
 • ""You see, using your left hand more will help your brain reconnect with the muscles, which is what we need to happen here.""
 • ""What I want you to know is that the more you practice using your dominant hand, the better it should start functioning again.""
 • ""The key point is, when you use your left hand regularly, the brain starts to build new pathways to the affected muscles.""
 • ""It's actually a good thing if you use your hand more now - it will help your brain compensate for the lost connection.""
 • ""As you continue to use your dominant hand, I expect to see an improvement in its function and control.""
 • ""But don't worry about overusing your left hand, because that's exactly what we need to happen for it to start working properly again.""
 • ""The more you practice using your hand, the more efficient the communication between your brain and muscles will become.""
 • ""I'd like you to keep using your dominant hand as much as possible - it's a crucial part of the recovery process.""",0.15199191223964403,0.2980615072259277,0.9290315508842468
13_108,C: Is that situation affecting your mental state?," • ""How is this situation impacting your emotional well-being?""
 • ""Are you experiencing any distress or anxiety due to these symptoms?""
 • ""Is there a noticeable effect on your mental health at all?""
 • ""Do you feel frustrated, worried, or concerned about what's happening with your hand?""
 • ""Is this situation causing you significant emotional stress or discomfort?""
 • ""Have the symptoms been affecting your mood or overall sense of well-being?""
 • ""Are there any emotional consequences for you as a result of these physical limitations?""
 • ""How is this condition influencing your mental state, if at all?""
 • ""Is there anything about this situation that's causing you significant emotional distress?""",0.19331263581394154,0.19820744175749339,0.9257756471633911
13_109,C: Thank you for sharing that with me. Do you live alone or together with your family?," • ""C: Thank you for being honest with me. Do you live by yourself or with others?""
 • ""C: I appreciate your candor. Are you currently living alone or with family members?""
 • ""C: That must be very challenging for you. Who do you live with at the moment?""
 • ""C: It's been helpful to understand your situation better. Do you have anyone living with you who can assist you?""
 • ""C: Thank you for sharing that with me. What is your current household arrangement like?""
 • ""C: I'm glad we're having this conversation. Are you the sole inhabitant of your home or do you live with others?""
 • ""C: That's really important to consider. Do you have anyone who can provide support and assistance at home?""
 • ""C: It's great that you've been able to be so open with me. Who are you living with currently?""
 • ""C: I'm here to help in any way I can. How do you manage your daily needs, do you live alone or with others?""",0.7562722459724606,0.39768549823020677,0.9435899257659912
13_110,C: How does that make you feel?," • ""How does this situation affect you emotionally?""
 • ""Can you tell me how this is making you feel?""
 • ""What emotions come up for you when thinking about your current situation?""
 • ""I can imagine it would be frustrating... How are you coping with all this?""
 • ""How do you feel about the impact of this on your daily life?""
 • ""This sounds really tough... What's going through your mind right now?""
 • ""How are you feeling about not being able to use your left hand as easily as before?""
 • ""That must be really upsetting for you. Can you describe how it makes you feel?""
 • ""It sounds like this is taking a toll on your mental state. How are you handling all of this?""",0.1996939588188939,0.2513757255243323,0.9152566194534302
13_111,C: Understandable.," • C: I can see why that would be frustrating.
 • C: That must be really tough for you to deal with.
 • C: You've been through a lot, haven't you?
 • C: It makes sense that you're feeling this way.
 • C: I'm glad we're having this conversation – it helps me understand what you're going through.
 • C: That's really insightful of you to recognize the impact on your husband and child.
 • C: It's clear that this situation is taking a toll on you emotionally.
 • C: You've been very honest with me about how you're feeling – thank you for trusting me.
 • C: I can imagine it would be challenging to navigate this new reality.",0.06143836690366869,0.14871579038245705,0.8914402723312378
14_112,C: Alright. Have you been experiencing any difficulties recently?," • ""How have your daily experiences been lately?""
 • ""Have you noticed any challenges or problems recently?""
 • ""What has your typical day been like for you lately?""
 • ""Are there any difficulties that you've encountered in recent times?""
 • ""Have you felt any discomfort or distress recently?""
 • ""Can you tell me about any issues you're facing currently?""
 • ""How have things been going for you, good or bad?""
 • ""Have you faced any obstacles or setbacks lately?""
 • ""Are there any problems or concerns that are weighing on your mind?""",0.12192091596713041,0.27279391288679217,0.9246466755867004
14_113,C: I completly understand and I think it will get a lot better with all the rehabilitation exercises I will show you.," • ""I completely understand, and I believe that with the rehabilitation exercises I'll demonstrate, you'll see significant improvement.""
 • ""You're on the right track, Maria; with these exercises, we can expect a notable recovery.""
 • ""Considering your progress so far, I'm confident that you'll find relief with the help of these physical therapy techniques.""
 • ""As you've been saying, it's getting better gradually – let me show you some exercises to accelerate your healing process.""
 • ""I think we're making good headway; these rehabilitation exercises will be a great next step for you.""
 • ""Your situation is looking up; I'm eager to introduce you to the exercises that will help you make even more progress.""
 • ""As we discussed, the key to your recovery lies in these exercises – let me walk you through them and demonstrate how to perform each one correctly.""
 • ""With a bit of practice and patience, I'm sure you'll find these rehabilitation exercises make all the difference in your healing journey.""
 • ""I believe that with consistent effort and dedication to these exercises, we can expect substantial improvement in your condition.""",0.1217311552115819,0.21529869926277262,0.9182357788085938
14_114,C: Are you able to use your injured side for eating?," • ""C: Are you able to use your left elbow for eating?""
 • ""C: Can you move your injured arm when eating food?""
 • ""C: Have you been able to eat with your affected side?""
 • ""C: Is it painful for you to use your right hand, which was hurt in the surgery, when eating?""
 • ""C: Do you have any trouble using your elbow when engaging in everyday activities like eating?""
 • ""C: Can you perform simple actions like holding a fork or spoon with your injured side?""
 • ""C: Are there any difficulties for you with hand functions while eating due to the surgery?""
 • ""C: Is it hard for you to use your affected elbow to manipulate utensils or food?""
 • ""C: Have you noticed any problems when trying to perform movements like bringing a plate of food towards you using your injured side?""",0.7035782710768724,0.4509998836796222,0.9491721987724304
14_115,C: Is the stiffness affecting your daily life?," • ""Is the stiffness you're experiencing impacting your daily activities?""
 • ""How is the stiffness limiting your ability to perform everyday tasks?""
 • ""Are you finding that the stiffness is affecting your normal routine?""
 • ""To what extent is the stiffness interfering with your daily life?""
 • ""Is the stiffness causing any difficulties in your daily functioning?""
 • ""How is the stiffness impacting your overall quality of life?""
 • ""Are there any specific activities or tasks that are being hindered by the stiffness?""
 • ""Can you describe how the stiffness is affecting your ability to manage your daily responsibilities?""
 • ""Is the stiffness having a significant impact on your daily functioning and independence?""",0.33660773578063713,0.4703491270996992,0.9330071806907654
14_116,C: Is there any pain during eating in your elbow?," • ""C: Do you experience any discomfort or pain in your elbow while eating?""
 • ""C: Are you feeling any sharp pains or aches during mealtime related to your elbow injury?""
 • ""C: Is there any tenderness or soreness in your elbow when using it for eating?""
 • ""C: Have you noticed any increased pain in your elbow during activities like holding a fork or spoon?""
 • ""C: Are you experiencing any sharp pains or stinging sensations in your elbow while attempting to use your injured side for eating?""
 • ""C: Does eating exacerbate the pain or discomfort in your elbow?""
 • ""C: Is there any increased sensitivity or tenderness in your elbow during meals or when using your injured arm for eating?""
 • ""C: Have you noticed any worsening of pain or stiffness in your elbow while trying to eat with your injured side?""
 • ""C: Are you feeling any numbness, tingling, or burning sensations in your elbow during mealtime related to the injury?""",0.44444180799606436,0.44517519559571117,0.9394916296005249
14_117,"C: That makes sense, so you are painfree?"," • ""So, you're saying there is no pain?""
 • ""You seem to be experiencing no discomfort?""
 • ""Are you feeling completely pain-free?""
 • ""Is it accurate to say that you have no pain?""
 • ""Have you noticed any pain during meals?""
 • ""It sounds like the pain has subsided; is that correct?""
 • ""Are there still no issues with pain?""
 • ""Can I safely assume that you are not experiencing any pain?""
 • ""You mentioned earlier that things were improving; does that mean you're feeling pain-free now?""",0.08913765521398126,0.17873851294903925,0.9165623784065247
14_118,C: How does being dependant on other people make you feel?," • ""How do you feel about needing help with daily tasks?""
 • ""Does relying on others for assistance affect your emotional state?""
 • ""What are your feelings about being unable to perform everyday activities independently?""
 • ""How does your current level of dependency impact your mood and overall well-being?""
 • ""Do you feel frustrated or helpless due to needing help with certain tasks?""
 • ""How does being dependent on others for eating, dressing, and washing affect your daily life?""
 • ""Can you describe the emotions that come up when you're unable to do things on your own?""
 • ""Is it stressful or upsetting to require assistance from others for everyday activities?""
 • ""How does your current situation with needing help impact your sense of autonomy and independence?""",0.15727800941615358,0.20363724731041072,0.9124022722244263
14_119,"C: You feelings are absolutely valid. And being dependant never feels the best, but you will see the progres and that you will need less help any day."," • ""C: I completely understand your situation, and it's understandable that you're not comfortable relying on others right now.""
 • ""C: How do you feel about needing help with everyday tasks at this point in your recovery?""
 • ""C: It can be tough to accept help from others when we're used to being independent. Can you talk a bit more about how that's affecting you?""
 • ""C: I'm glad you know you can count on your mom and friends for support, but it sounds like it's still not what you'd prefer.""
 • ""C: Do you feel like your independence is something that's being taken away from you right now?""
 • ""C: Being reliant on others can be really frustrating. Is there anything in particular that's bothering you about this situation?""
 • ""C: How do you think you'll feel when you're able to take care of yourself again without needing help with everyday tasks?""
 • ""C: I want to acknowledge that it's okay to need help sometimes, but it sounds like you're still feeling a bit uncomfortable about this.""
 • ""C: What are some things that are making it hard for you to adjust to needing help with basic things right now?""",0.044051744236217036,0.19360810037102216,0.8695132732391357
14_120,"C: As long as you stick to your exercises and you do something for improvement and not be lazy, I can guarantee you, you will see progres, fast."," • ""C: If you commit to your rehabilitation exercises, I'm confident that you'll start seeing improvements quickly.""
 • ""C: As long as you dedicate yourself to regular exercise and make progress, you can expect to see significant changes soon.""
 • ""C: With consistent effort and adherence to the treatment plan, I firmly believe you'll notice substantial improvement in a short amount of time.""
 • ""C: By sticking to your exercises and making a conscious effort to improve, I guarantee that you'll start seeing positive results sooner rather than later.""
 • ""C: If you remain committed to the rehabilitation process, I'm confident that we'll see significant progress and improvements in your condition.""
 • ""C: The key is to stay on track with your exercises and not lose motivation – if you do, I'm certain you'll start noticing improvement soon.""
 • ""C: As long as you remain diligent with your treatment plan, I can assure you that we'll see tangible progress and improvements in your condition.""
 • ""C: By consistently working towards improving your mobility and strength, I'm confident that we'll see positive results and significant progress soon.""
 • ""C: With perseverance and dedication to the rehabilitation process, I firmly believe that you'll start seeing improvement and progress quickly.""",0.3025795855989831,0.29466009256534165,0.9077777862548828
15_121,C: That sounds amazing. How was it.," • ""I'm impressed. How was your experience?""
 • ""That's great to hear. What was it like for you?""
 • ""Sounds like a big step. How did you find it?""
 • ""Congratulations on taking that first walk alone! Was it what you expected?""
 • ""That must have been quite an accomplishment. How did you feel?""
 • ""I'm glad to hear you're getting back to normal. What was the walk like?""
 • ""You took a big leap today. How was your first solo outing with your dog?""
 • ""That's fantastic news! Can you tell me about your walk?""
 • ""How did it feel to have your dog by your side on that walk, after your surgery?""",0.1964073254502565,0.22850588586219223,0.923410177230835
15_122,"C: Makes sense, but then the dogs also develop massive strength."," • ""It makes sense that they have a lot of strength, but...""
 • ""So I suppose dogs can get quite powerful when they want to.""
 • ""Dogs do seem to develop impressive strength, don't they?""
 • ""They must be able to generate an awful lot of force when pulling on the leash.""
 • ""It's no wonder your dog was able to pull against you so strongly.""
 • ""I can imagine that dogs have a surprising amount of physical power.""
 • ""Their ability to exert force is quite remarkable, actually.""
 • ""Dogs can be really quite strong, especially when they're excited or territorial.""
 • ""It's clear that your dog has a lot of raw strength behind those little legs.""",0.08032276872815308,0.12421223971948608,0.8972419500350952
15_123,C: How is the rest going? Are you able to use your injured arm in most scenarios?," • ""How is your recovery progressing? Are you able to use your injured arm in most situations?""
 • ""Have you found it easier to manage daily activities with your uninjured hand?""
 • ""Are there any scenarios where using your injured arm would be difficult or impractical?""
 • ""Can you tell me about the specific challenges you're facing with using your injured arm?""
 • ""How do you think you'll adapt to using your injured arm in various situations?""
 • ""Have you encountered any problems while trying to use your injured hand for everyday tasks?""
 • ""Are there any specific activities or scenarios where you need assistance due to your injury?""
 • ""In general, how has your ability to use your injured arm been since the surgery?""
 • ""Can you describe any difficulties you're experiencing when attempting to perform tasks with your injured arm?""",0.5745595336584004,0.3716785981254672,0.9628353714942932
15_124,C: What exactly is making it hard for you?," • ""C: What specifically is causing your difficulties?""
 • ""C: Can you describe what's preventing you from holding your dog back?""
 • ""C: Is there something particular that's making it challenging for you to interact with your pet?""
 • ""C: What's the main issue you're facing in terms of mobility or dexterity after surgery?""
 • ""C: Are there any specific tasks or actions that are proving too difficult due to your injured arm?""
 • ""C: What's the root cause of your struggles in controlling your dog's movements?""
 • ""C: Is it a matter of strength, coordination, or something else that's causing you trouble?""
 • ""C: Can you pinpoint what's making it hard for you to tie your shoes and close your bras?""
 • ""C: What specific tasks are you finding too precise or requiring too much dexterity after surgery?""",0.4961683000340361,0.29341952286396733,0.9422826766967773
15_125,C: So we will work on the tiny movements with your fingers.," • ""C: What specific movements with your fingers need improvement?""
 • ""C: Can you pinpoint what is challenging for you in terms of finger dexterity?""
 • ""C: It seems like fine motor skills are still a bit off, can we focus on those?""
 • ""C: Let's work on getting more precision with your fingers.""
 • ""C: Are there any particular activities or tasks that require too much dexterity for you right now?""
 • ""C: What kinds of movements do you struggle to perform with your injured arm?""
 • ""C: We need to practice some exercises to help improve your finger control.""
 • ""C: Can we discuss how to overcome the difficulties you're having with finger movements?""
 • ""C: It's time to work on getting more strength and coordination in your fingers, right?""",0.3583129187641353,0.30920481829360724,0.9206031560897827
15_126,C: How do you manage your daily life at home?," • ""C: How do you navigate daily tasks at home?""
 • ""C: What's been your experience with everyday activities around the house since surgery?""
 • ""C: Are there any specific challenges you're facing in managing daily life at home?""
 • ""C: How have you been adapting to your new routine at home?""
 • ""C: Can you walk me through how you handle day-to-day tasks now that you've had surgery?""
 • ""C: What are some of the things you struggle with when it comes to taking care of yourself at home?""
 • ""C: How have your daily routines been affected by your surgery and recovery?""
 • ""C: Are there any areas where you're finding it particularly difficult to manage on your own?""
 • ""C: Can you describe how you're handling the tasks that require fine motor skills, like tying shoes or closing bras?""",0.6288013020403349,0.36891081179164076,0.961932897567749
15_127,C: What exactly is bothering you?," • ""What specifically is causing you trouble?""
 • ""Can you elaborate on what's still giving you issues?""
 • ""What's been the most challenging part for you to manage?""
 • ""What exact difficulties are you experiencing with your injured arm?""
 • ""What's the main thing that's making it hard for you to perform daily tasks?""
 • ""Can you tell me more about what's causing frustration for you?""
 • ""What specific movements or actions are still proving difficult for you?""
 • ""How would you describe the problems you're having with your injured arm?""
 • ""What's the most persistent issue you're dealing with in terms of daily function?""",0.1159119922599073,0.2411519986339388,0.9332259893417358
